job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI Research Scientist,79076,USD,SE,FT,Japan,M,Japan,0,"SQL, Git, Statistics, PyTorch, Java",Associate,6,Government,2024-01-27,2024-02-19,1566,7.0,Predictive Systems
AI Architect,107618,EUR,SE,FT,France,S,France,0,"SQL, PyTorch, Tableau, Hadoop, Azure",PhD,8,Healthcare,2024-08-30,2024-10-27,2427,5.6,Advanced Robotics
Machine Learning Engineer,74019,USD,MI,FT,Austria,L,Sweden,0,"Kubernetes, Hadoop, SQL, GCP, Tableau",Bachelor,3,Government,2024-12-27,2025-01-23,2287,9.5,TechCorp Inc
Data Analyst,93246,EUR,SE,PT,Germany,S,Australia,50,"Python, MLOps, Deep Learning, Computer Vision, GCP",Bachelor,7,Education,2024-12-17,2025-01-07,2269,9.7,Digital Transformation LLC
Machine Learning Engineer,77122,USD,SE,FT,Ireland,S,Ireland,0,"AWS, Python, Hadoop",Associate,8,Manufacturing,2024-04-29,2024-07-06,1844,7.5,TechCorp Inc
Data Engineer,56686,USD,EN,CT,Sweden,M,Australia,50,"Linux, Kubernetes, NLP, MLOps, Git",PhD,1,Transportation,2024-08-18,2024-09-29,1978,5.4,Digital Transformation LLC
Data Engineer,125657,USD,SE,FT,Finland,S,Hungary,0,"Python, Azure, SQL",PhD,9,Automotive,2024-03-11,2024-03-30,1378,9.0,Neural Networks Co
Principal Data Scientist,56615,AUD,EN,CT,Australia,M,Australia,0,"Spark, Statistics, Computer Vision, Python, MLOps",PhD,0,Telecommunications,2025-04-20,2025-06-26,1809,5.8,Algorithmic Solutions
Machine Learning Engineer,92522,USD,SE,FL,Japan,S,Japan,100,"Kubernetes, Azure, Data Visualization, MLOps, PyTorch",PhD,7,Technology,2025-04-05,2025-05-24,2325,7.3,TechCorp Inc
Principal Data Scientist,95183,JPY,MI,FT,Japan,S,Japan,100,"Tableau, Python, AWS, TensorFlow, Deep Learning",Associate,3,Consulting,2024-07-23,2024-09-01,1428,9.6,Smart Analytics
Machine Learning Engineer,85424,USD,MI,FT,Canada,M,China,100,"AWS, R, Python, Docker",Associate,3,Telecommunications,2024-08-10,2024-09-06,694,7.8,Algorithmic Solutions
AI Research Scientist,98921,EUR,MI,FT,Austria,L,Austria,0,"Kubernetes, TensorFlow, Computer Vision, Git, NLP",PhD,2,Finance,2024-11-25,2025-01-28,2210,6.2,DeepTech Ventures
Computer Vision Engineer,97894,USD,EX,PT,India,L,India,0,"Scala, Java, Linux, R, SQL",PhD,13,Gaming,2025-01-01,2025-01-26,1062,9.3,Digital Transformation LLC
Principal Data Scientist,132280,EUR,SE,FL,France,L,France,100,"Docker, Linux, Tableau, Git",PhD,8,Retail,2024-10-24,2024-12-14,599,8.1,Future Systems
AI Specialist,29930,USD,EN,CT,India,L,India,50,"Linux, Python, Tableau",Bachelor,0,Gaming,2024-04-21,2024-06-12,2416,7.5,DeepTech Ventures
Principal Data Scientist,148123,USD,SE,FT,Singapore,L,Singapore,0,"Java, Scala, Kubernetes, Deep Learning, TensorFlow",Bachelor,9,Real Estate,2024-11-14,2025-01-19,1738,9.8,DataVision Ltd
AI Product Manager,85168,GBP,MI,FT,United Kingdom,M,Austria,100,"Python, MLOps, Java, Computer Vision, Git",PhD,3,Energy,2024-08-04,2024-09-28,2129,6.1,Digital Transformation LLC
Data Analyst,79918,EUR,EN,FT,France,L,France,50,"Spark, Computer Vision, AWS, SQL",Associate,0,Gaming,2024-03-12,2024-04-05,2142,6.6,DataVision Ltd
AI Product Manager,143095,EUR,SE,FT,Netherlands,L,Russia,0,"MLOps, Kubernetes, Tableau",Bachelor,5,Media,2024-08-04,2024-10-13,1147,8.4,Predictive Systems
Machine Learning Engineer,120265,USD,SE,FL,Ireland,L,Ireland,0,"Java, Spark, NLP, Hadoop, Data Visualization",Associate,6,Manufacturing,2024-11-13,2025-01-10,2204,7.2,Advanced Robotics
Computer Vision Engineer,90219,USD,EN,PT,Denmark,L,Denmark,0,"Linux, GCP, Tableau, Docker, Computer Vision",Associate,1,Finance,2025-01-25,2025-03-30,1546,9.2,Autonomous Tech
AI Specialist,119212,USD,SE,CT,Israel,M,Kenya,0,"Kubernetes, Azure, Scala, SQL",Associate,5,Telecommunications,2025-03-24,2025-05-03,952,5.4,Neural Networks Co
ML Ops Engineer,126501,USD,EX,CT,South Korea,L,South Korea,100,"Computer Vision, PyTorch, GCP, Git",Bachelor,15,Consulting,2024-12-01,2025-01-03,1395,9.6,TechCorp Inc
Head of AI,288084,USD,EX,FT,Denmark,L,Denmark,0,"Docker, Hadoop, Linux",Associate,15,Education,2024-10-06,2024-12-15,1022,7.1,Autonomous Tech
Data Scientist,93183,USD,MI,FT,Canada,M,Canada,100,"Linux, Tableau, Deep Learning, Kubernetes",PhD,2,Government,2024-10-08,2024-12-11,1930,9.0,Neural Networks Co
AI Product Manager,89899,USD,EX,FT,China,M,China,50,"R, AWS, Azure, Deep Learning, Python",Master,12,Real Estate,2025-02-28,2025-04-20,1332,5.4,Neural Networks Co
AI Consultant,186213,EUR,EX,CT,Austria,L,Austria,100,"Data Visualization, Linux, SQL, Deep Learning",Bachelor,18,Media,2024-01-25,2024-03-19,2022,7.2,Algorithmic Solutions
Machine Learning Engineer,123199,EUR,MI,CT,Netherlands,L,Netherlands,50,"Git, Linux, Hadoop, Statistics, SQL",Master,2,Automotive,2024-08-29,2024-11-06,1736,9.9,Machine Intelligence Group
Data Analyst,55931,USD,EX,PT,India,M,Vietnam,0,"Linux, Docker, AWS, Python",Associate,13,Finance,2024-03-07,2024-04-22,2317,8.0,DataVision Ltd
Robotics Engineer,183596,EUR,EX,CT,Netherlands,S,Netherlands,100,"Hadoop, Scala, Mathematics",Bachelor,19,Energy,2024-01-01,2024-03-11,1209,8.8,DataVision Ltd
AI Architect,61852,SGD,EN,FT,Singapore,S,Canada,50,"MLOps, SQL, Git, PyTorch",Bachelor,1,Energy,2024-09-11,2024-09-27,2061,5.6,DataVision Ltd
Head of AI,47668,USD,EN,CT,Canada,S,Canada,100,"Spark, PyTorch, Kubernetes, AWS, Docker",PhD,0,Transportation,2024-02-19,2024-04-28,1948,9.2,Algorithmic Solutions
Machine Learning Engineer,109823,USD,SE,CT,Ireland,S,France,0,"Azure, Linux, Data Visualization, Tableau",Associate,7,Real Estate,2024-09-09,2024-09-27,590,6.4,Digital Transformation LLC
AI Consultant,76014,USD,MI,PT,India,M,Austria,0,"Kubernetes, SQL, Azure, Python, Linux",Associate,2,Telecommunications,2024-04-08,2024-05-02,2487,5.1,Advanced Robotics
Data Engineer,132993,EUR,SE,FT,Germany,M,Nigeria,100,"Python, TensorFlow, PyTorch, Spark, Kubernetes",Bachelor,7,Retail,2024-10-21,2024-11-06,2207,5.7,Digital Transformation LLC
Data Analyst,84134,USD,MI,FT,Sweden,S,Sweden,0,"Python, Java, Tableau",PhD,3,Healthcare,2024-01-29,2024-02-19,2364,8.2,Algorithmic Solutions
Machine Learning Researcher,87716,EUR,MI,FT,Germany,S,Finland,50,"Linux, Mathematics, GCP",PhD,3,Energy,2025-01-27,2025-03-06,986,9.1,DeepTech Ventures
Machine Learning Researcher,131179,USD,MI,CT,Singapore,L,Singapore,0,"PyTorch, SQL, Data Visualization, Computer Vision, AWS",Master,4,Transportation,2024-03-25,2024-04-23,974,5.2,Quantum Computing Inc
AI Research Scientist,114387,USD,MI,CT,Norway,M,Norway,50,"Tableau, Spark, Linux, Python",PhD,4,Media,2024-06-10,2024-07-15,640,6.5,Autonomous Tech
AI Architect,79887,USD,EN,FT,United States,L,United States,0,"Computer Vision, SQL, R",Bachelor,0,Automotive,2025-02-24,2025-04-28,1084,8.7,Smart Analytics
Research Scientist,72603,JPY,EN,FT,Japan,S,Japan,100,"NLP, Kubernetes, Data Visualization",Master,1,Telecommunications,2024-02-27,2024-04-23,1185,8.5,TechCorp Inc
AI Software Engineer,161253,SGD,EX,PT,Singapore,S,Singapore,100,"NLP, SQL, Statistics, Tableau",PhD,15,Real Estate,2024-03-21,2024-05-18,2353,9.0,AI Innovations
Data Scientist,127222,USD,SE,CT,Singapore,M,Singapore,100,"GCP, Docker, Linux, R, Mathematics",Associate,8,Consulting,2025-02-22,2025-05-04,656,9.8,Autonomous Tech
AI Software Engineer,123440,USD,SE,CT,Ireland,L,Ireland,0,"Computer Vision, Linux, Kubernetes, NLP",PhD,5,Telecommunications,2024-12-16,2025-01-20,1812,5.1,Advanced Robotics
Data Analyst,105365,USD,MI,CT,Denmark,S,Denmark,0,"Python, Kubernetes, Hadoop, Linux",Bachelor,4,Education,2024-07-27,2024-09-05,950,7.6,Cloud AI Solutions
Deep Learning Engineer,177714,USD,SE,PT,Switzerland,L,Switzerland,50,"PyTorch, Tableau, MLOps",PhD,8,Automotive,2024-09-11,2024-10-21,554,7.9,Autonomous Tech
Head of AI,69560,USD,MI,PT,Ireland,L,Ireland,50,"GCP, Data Visualization, Python, Java",PhD,4,Real Estate,2024-06-14,2024-08-26,1455,7.8,DataVision Ltd
Machine Learning Engineer,47108,EUR,EN,FT,France,S,Australia,50,"Kubernetes, PyTorch, Statistics, Azure",Master,1,Healthcare,2024-08-07,2024-09-07,1168,9.2,Advanced Robotics
Deep Learning Engineer,70061,USD,SE,FT,China,S,Finland,100,"R, Python, Data Visualization",Associate,8,Automotive,2025-04-12,2025-06-02,650,5.4,Advanced Robotics
AI Product Manager,126851,EUR,SE,FL,Austria,L,Austria,100,"Mathematics, Computer Vision, PyTorch",PhD,7,Consulting,2024-10-12,2024-11-06,2223,9.8,Neural Networks Co
Deep Learning Engineer,71828,USD,MI,FL,Canada,S,Singapore,50,"Python, Linux, Git, Spark",Master,2,Gaming,2024-05-26,2024-07-07,1501,6.0,Algorithmic Solutions
Computer Vision Engineer,74122,USD,MI,FT,Israel,M,China,0,"Scala, Azure, Linux, Kubernetes",Bachelor,3,Finance,2025-04-10,2025-05-07,1272,8.3,Neural Networks Co
AI Consultant,68618,USD,MI,FL,Austria,L,Austria,100,"Git, Tableau, Python, Deep Learning",Associate,3,Healthcare,2024-01-18,2024-03-24,1277,5.5,Neural Networks Co
Data Analyst,63064,EUR,EN,FL,Germany,M,Germany,50,"Azure, Deep Learning, Java, Statistics, SQL",Bachelor,1,Media,2025-04-28,2025-05-17,2365,10.0,Advanced Robotics
Head of AI,124198,USD,SE,CT,Canada,M,South Korea,0,"NLP, Computer Vision, Linux, SQL",Associate,5,Education,2024-06-03,2024-06-24,1432,7.0,AI Innovations
AI Architect,65919,USD,SE,FT,India,S,India,50,"Kubernetes, SQL, MLOps, GCP, Docker",PhD,7,Telecommunications,2024-01-12,2024-03-09,2098,7.7,Advanced Robotics
Machine Learning Engineer,45932,USD,EN,FT,Finland,L,Finland,100,"Azure, Python, NLP, Mathematics",Associate,1,Media,2024-02-16,2024-04-06,957,5.0,Machine Intelligence Group
Head of AI,100635,USD,MI,CT,Finland,M,Finland,0,"Linux, Java, SQL, Mathematics",PhD,2,Automotive,2025-04-28,2025-05-20,2219,9.0,Quantum Computing Inc
Machine Learning Researcher,147291,USD,EX,PT,Israel,L,Israel,50,"PyTorch, Spark, R, Git, Tableau",PhD,16,Manufacturing,2024-11-06,2024-11-27,1962,9.5,Digital Transformation LLC
AI Software Engineer,84533,EUR,MI,CT,Austria,L,Austria,100,"Python, GCP, TensorFlow",Associate,4,Healthcare,2024-09-07,2024-10-12,860,6.1,Neural Networks Co
AI Research Scientist,118956,EUR,MI,FT,Netherlands,L,Netherlands,100,"AWS, Scala, NLP, PyTorch",PhD,2,Education,2024-04-24,2024-05-23,601,6.5,Autonomous Tech
Deep Learning Engineer,51587,USD,EN,PT,Finland,L,Finland,0,"Docker, Linux, Deep Learning, Java, R",Bachelor,0,Automotive,2024-05-12,2024-06-24,1135,8.9,Neural Networks Co
Data Scientist,98188,CHF,EN,FT,Switzerland,S,Switzerland,100,"Spark, PyTorch, TensorFlow, Hadoop",Master,0,Gaming,2024-05-16,2024-06-11,1249,8.7,Advanced Robotics
Computer Vision Engineer,38736,USD,SE,FT,India,S,India,0,"Python, Java, TensorFlow, Computer Vision, AWS",Bachelor,5,Retail,2025-03-25,2025-04-29,544,9.0,TechCorp Inc
AI Specialist,79081,EUR,MI,CT,Netherlands,M,Netherlands,0,"Data Visualization, Scala, AWS",Master,3,Consulting,2024-07-21,2024-08-21,1222,6.1,Autonomous Tech
AI Architect,111674,USD,SE,FT,Austria,L,Denmark,0,"Hadoop, MLOps, Git",PhD,8,Government,2024-11-11,2024-12-28,995,5.2,Machine Intelligence Group
Research Scientist,117780,CHF,EN,FT,Switzerland,L,Switzerland,0,"Computer Vision, Data Visualization, Linux, MLOps",Bachelor,1,Finance,2025-04-28,2025-05-21,2477,6.3,DataVision Ltd
Head of AI,76339,USD,SE,CT,Israel,M,Israel,0,"Computer Vision, SQL, Data Visualization",Bachelor,5,Telecommunications,2024-04-07,2024-05-15,1307,7.4,Digital Transformation LLC
ML Ops Engineer,42381,USD,SE,CT,India,S,Romania,0,"Python, NLP, Azure, TensorFlow",Associate,9,Retail,2025-01-24,2025-03-22,1466,5.4,Autonomous Tech
Data Scientist,34111,USD,MI,PT,China,S,China,50,"Statistics, AWS, R",Master,2,Telecommunications,2024-08-10,2024-09-03,870,6.5,AI Innovations
ML Ops Engineer,100087,EUR,SE,FT,France,S,Canada,100,"Hadoop, Computer Vision, Azure, TensorFlow",PhD,5,Technology,2025-04-01,2025-04-18,599,7.4,DataVision Ltd
AI Research Scientist,168515,USD,SE,FL,Denmark,M,Germany,100,"Python, TensorFlow, MLOps",Master,7,Media,2024-06-05,2024-06-29,1350,5.6,Advanced Robotics
Autonomous Systems Engineer,185215,USD,SE,FT,Norway,L,Norway,100,"SQL, Git, Java, Deep Learning, GCP",Bachelor,6,Gaming,2024-06-20,2024-08-10,1079,6.5,Algorithmic Solutions
Data Scientist,137310,EUR,SE,FT,France,M,France,100,"Scala, NLP, Java, Kubernetes, Linux",PhD,5,Government,2024-10-27,2024-12-13,1017,5.8,Advanced Robotics
Robotics Engineer,69942,USD,EN,CT,Denmark,M,Japan,0,"Spark, AWS, Tableau, Scala",PhD,0,Consulting,2025-03-16,2025-04-21,1437,8.5,AI Innovations
NLP Engineer,117917,USD,SE,FL,Israel,M,Israel,0,"Python, NLP, Git",Master,8,Consulting,2024-07-22,2024-09-06,701,9.3,Cognitive Computing
AI Specialist,44028,USD,EN,CT,Israel,M,Israel,0,"Azure, MLOps, Scala, Data Visualization",Bachelor,1,Automotive,2024-11-29,2025-01-31,2250,7.1,DeepTech Ventures
ML Ops Engineer,129008,GBP,MI,CT,United Kingdom,L,United Kingdom,0,"SQL, Hadoop, MLOps, Git",Master,4,Government,2025-04-15,2025-05-30,1561,10.0,Algorithmic Solutions
ML Ops Engineer,70831,USD,MI,FT,South Korea,L,South Korea,100,"GCP, R, Deep Learning, Spark, Azure",Associate,2,Consulting,2024-07-10,2024-08-11,1188,7.2,Cloud AI Solutions
AI Specialist,88895,USD,SE,FT,Canada,S,Canada,100,"PyTorch, Azure, Git, R",Associate,5,Media,2025-02-15,2025-03-09,1852,7.6,DeepTech Ventures
Autonomous Systems Engineer,158388,EUR,SE,PT,Austria,L,Austria,0,"MLOps, Azure, Tableau, Data Visualization",PhD,7,Transportation,2024-09-03,2024-11-15,1409,9.8,DataVision Ltd
AI Architect,124261,USD,MI,CT,United States,M,United States,100,"Computer Vision, Java, PyTorch, Git, Linux",PhD,4,Technology,2025-03-02,2025-05-12,1411,8.5,TechCorp Inc
Head of AI,166474,USD,EX,CT,India,M,United States,50,"Spark, Data Visualization, Hadoop",Bachelor,13,Gaming,2024-11-30,2025-02-04,1210,7.9,Cognitive Computing
Machine Learning Researcher,102981,USD,MI,CT,Singapore,S,Singapore,0,"Statistics, NLP, Python, TensorFlow, Git",Associate,2,Finance,2025-04-09,2025-05-14,2373,8.2,TechCorp Inc
Computer Vision Engineer,133658,SGD,SE,FL,Singapore,L,Singapore,50,"Kubernetes, R, Mathematics",Master,7,Telecommunications,2025-01-30,2025-04-09,1637,8.8,Cognitive Computing
AI Specialist,69817,CAD,MI,FL,Canada,M,Philippines,0,"Git, Statistics, Mathematics, Spark, Azure",Bachelor,2,Technology,2024-04-15,2024-06-11,1463,9.8,Quantum Computing Inc
Research Scientist,56489,USD,EN,CT,United States,S,India,0,"Hadoop, Scala, Tableau, GCP",Master,0,Consulting,2024-08-10,2024-09-05,501,8.1,Predictive Systems
Principal Data Scientist,92186,USD,MI,CT,Finland,M,Finland,100,"Mathematics, Python, MLOps, Kubernetes, Linux",Associate,3,Consulting,2025-02-12,2025-02-27,1793,6.8,Advanced Robotics
NLP Engineer,74433,USD,MI,PT,Ireland,S,Ireland,0,"R, GCP, Hadoop",Master,2,Real Estate,2024-05-15,2024-07-04,888,6.7,Predictive Systems
NLP Engineer,128103,USD,MI,PT,Switzerland,M,Switzerland,50,"Python, Docker, AWS, Git",Associate,2,Gaming,2024-05-16,2024-07-05,845,5.4,Cognitive Computing
Research Scientist,92164,USD,MI,CT,Denmark,S,Denmark,100,"Azure, NLP, Python, Statistics, Scala",PhD,4,Real Estate,2024-03-28,2024-06-01,2147,9.1,Autonomous Tech
Deep Learning Engineer,83620,USD,MI,FT,Ireland,L,Ireland,50,"Linux, Azure, GCP",Master,2,Education,2024-12-04,2025-01-17,1221,8.5,Cognitive Computing
Computer Vision Engineer,116592,EUR,MI,FT,Netherlands,M,Australia,100,"Data Visualization, Mathematics, Tableau, SQL",Associate,2,Technology,2025-01-04,2025-02-10,1575,9.7,Neural Networks Co
AI Product Manager,157771,USD,EX,FT,Sweden,S,Sweden,50,"Hadoop, Python, Git, NLP",Associate,10,Retail,2024-03-03,2024-05-08,2400,7.4,DeepTech Ventures
AI Consultant,110076,USD,SE,PT,Singapore,M,Singapore,0,"PyTorch, TensorFlow, Java, SQL, Data Visualization",Bachelor,8,Retail,2024-01-12,2024-02-26,1951,8.2,Future Systems
ML Ops Engineer,153136,EUR,SE,PT,Netherlands,L,Netherlands,0,"Python, Kubernetes, Mathematics, Data Visualization, AWS",Associate,9,Media,2024-08-28,2024-11-01,1464,7.7,Advanced Robotics
Deep Learning Engineer,64326,USD,EN,FL,Israel,M,Israel,100,"Computer Vision, Linux, GCP",PhD,0,Finance,2024-07-02,2024-08-21,2230,8.7,Smart Analytics
Principal Data Scientist,34898,USD,MI,FL,China,M,China,100,"Kubernetes, Linux, Git, SQL, R",PhD,4,Retail,2025-01-17,2025-02-14,1878,7.1,AI Innovations
NLP Engineer,118988,USD,MI,PT,United States,M,Norway,0,"Mathematics, Kubernetes, SQL",Bachelor,4,Media,2024-12-12,2025-01-08,1519,9.2,Cognitive Computing
Robotics Engineer,72716,EUR,EN,FL,Germany,L,Germany,100,"GCP, Python, Data Visualization, TensorFlow, Computer Vision",Bachelor,0,Transportation,2024-07-03,2024-07-27,501,7.8,Smart Analytics
Machine Learning Engineer,42862,USD,SE,FL,India,S,Russia,100,"Git, Java, Kubernetes, R, Mathematics",Bachelor,5,Gaming,2024-11-08,2025-01-17,1330,6.6,DeepTech Ventures
AI Software Engineer,75857,USD,EN,CT,Australia,M,Australia,100,"PyTorch, Azure, SQL",Master,0,Education,2024-06-08,2024-07-24,1757,7.7,Digital Transformation LLC
Data Scientist,249787,EUR,EX,CT,Germany,M,Germany,0,"Deep Learning, SQL, MLOps",Bachelor,16,Real Estate,2024-04-17,2024-05-31,1224,9.6,Quantum Computing Inc
Machine Learning Researcher,112134,USD,MI,CT,Denmark,M,Denmark,0,"Scala, SQL, Mathematics, Java, Python",Associate,3,Consulting,2024-12-30,2025-02-18,1804,7.7,Cloud AI Solutions
AI Specialist,52990,USD,EN,FT,Canada,M,Canada,0,"Java, TensorFlow, SQL, Mathematics, Tableau",Associate,0,Energy,2024-05-30,2024-06-29,1712,7.3,Autonomous Tech
AI Architect,116451,CAD,MI,FL,Canada,L,Canada,0,"Kubernetes, Azure, SQL, Java, Spark",Bachelor,3,Automotive,2024-06-17,2024-08-24,883,9.6,Autonomous Tech
Machine Learning Researcher,55666,USD,MI,CT,Ireland,M,Ireland,100,"Data Visualization, Linux, PyTorch, NLP, TensorFlow",Associate,4,Manufacturing,2024-01-20,2024-02-06,2160,6.2,Neural Networks Co
Research Scientist,63809,EUR,MI,FT,France,S,United States,0,"Python, TensorFlow, Azure, AWS",Associate,4,Consulting,2024-03-20,2024-04-12,1169,5.8,DataVision Ltd
Research Scientist,104398,EUR,SE,CT,Germany,S,Germany,0,"Statistics, Spark, Python, AWS, Computer Vision",Associate,5,Real Estate,2024-12-18,2025-01-10,2280,8.9,DataVision Ltd
NLP Engineer,65544,USD,MI,CT,South Korea,L,South Korea,100,"GCP, Python, Data Visualization, Statistics, Deep Learning",PhD,4,Media,2024-04-27,2024-05-24,1627,8.4,AI Innovations
Research Scientist,156540,USD,MI,CT,Switzerland,L,Denmark,0,"Git, Mathematics, SQL, Python, Statistics",Associate,2,Real Estate,2025-01-29,2025-04-10,616,6.4,Advanced Robotics
NLP Engineer,89326,USD,EN,FT,Switzerland,S,Switzerland,0,"PyTorch, SQL, GCP, Scala",Associate,1,Manufacturing,2024-01-30,2024-02-25,1515,6.7,Smart Analytics
Data Engineer,122880,EUR,SE,FT,Austria,S,Japan,50,"Scala, Python, Data Visualization, Deep Learning, TensorFlow",PhD,5,Transportation,2024-03-02,2024-05-08,907,5.3,Smart Analytics
NLP Engineer,67187,EUR,EN,FL,Germany,M,Germany,0,"Mathematics, Data Visualization, Java",Associate,0,Media,2025-04-07,2025-05-17,829,9.9,Predictive Systems
AI Architect,120584,USD,SE,PT,South Korea,L,South Korea,0,"Python, Statistics, Deep Learning, TensorFlow",Associate,5,Education,2024-11-16,2025-01-11,1818,8.0,Predictive Systems
AI Product Manager,105835,USD,MI,FT,Ireland,M,Ireland,0,"Azure, GCP, Git, AWS",PhD,4,Energy,2024-05-14,2024-07-20,1077,5.6,Predictive Systems
Principal Data Scientist,103972,USD,EN,FT,Denmark,L,Denmark,100,"Kubernetes, Data Visualization, Hadoop",Associate,1,Healthcare,2024-01-03,2024-03-01,2122,8.4,Predictive Systems
AI Research Scientist,353726,USD,EX,CT,Switzerland,M,Switzerland,100,"Kubernetes, Java, Scala, Computer Vision",PhD,13,Manufacturing,2024-10-25,2024-12-20,761,5.2,DeepTech Ventures
Data Engineer,77365,USD,MI,CT,Australia,M,Australia,100,"Python, Docker, Data Visualization, Azure",PhD,4,Retail,2025-03-02,2025-04-01,1022,5.9,Predictive Systems
Autonomous Systems Engineer,100020,USD,EX,FL,South Korea,M,South Korea,100,"Tableau, R, Java, NLP, Data Visualization",Master,15,Real Estate,2025-02-14,2025-04-25,1605,6.7,Smart Analytics
Autonomous Systems Engineer,45645,USD,EN,PT,China,S,China,0,"GCP, AWS, Mathematics, Linux",Master,0,Manufacturing,2025-01-14,2025-02-18,1515,5.6,Future Systems
AI Specialist,159894,EUR,SE,CT,France,L,Israel,0,"TensorFlow, Java, Git, Hadoop, Docker",Bachelor,7,Transportation,2024-11-30,2025-01-06,2021,8.6,Autonomous Tech
AI Software Engineer,75194,EUR,MI,CT,Germany,M,India,0,"Python, TensorFlow, Spark, Azure",PhD,4,Real Estate,2024-08-27,2024-10-07,610,8.0,Advanced Robotics
Principal Data Scientist,138581,USD,SE,CT,Sweden,L,Sweden,0,"Java, R, Linux, Git, MLOps",Master,5,Technology,2024-06-18,2024-08-29,602,9.3,Autonomous Tech
NLP Engineer,56991,USD,EN,FT,Finland,M,Finland,0,"Java, Hadoop, Tableau, Python, GCP",Associate,1,Manufacturing,2024-06-15,2024-08-24,1204,7.9,Smart Analytics
Principal Data Scientist,81981,EUR,MI,FT,France,L,France,50,"Python, NLP, TensorFlow, Git, Java",Master,4,Media,2024-07-08,2024-09-08,1850,6.7,Neural Networks Co
Data Scientist,231383,USD,EX,FT,Israel,L,Israel,0,"GCP, TensorFlow, Scala, Python, Data Visualization",Master,11,Technology,2024-02-21,2024-04-07,2362,8.9,Smart Analytics
